"Id","Original_Text","Cleaned_Text"
260,"From: ap@healthlinkeurope.com [mailto:ap@healthlinkeurope.com]   Sent: Monday, January 30, 2017 1:32 AM  To: Paula Boerner <PBoerner@volt.com>; Cynthia van Antwerpen <cynthia.vanantwerpen@healthlinkeurope.com>  Subject: RE: Follow up Volt Inv 3461380, 9452824_HEALTHLINK 12/11/16    Hi Paula,    Thank you for your email and my apologies for not getting back to you sooner.  A check has been sent for invoices 34613480, 34640816 and 34665426 which should arrive in the next couple of days.    I hope I informed you sufficiently.  Best regards,    Linda Frederiks  Junior controller     HealthLink Europe B.V.  HealthLink International Inc.  De Tweeling 20-22  5215 MC ‘s-Hertogenbosch  The Netherlands  Phone: +31-(0)73 30 30 500  Fax: +31- (0)13- 54 79 301  E-mail: linda.frederiks@healthlinkeurope.com  Web: www.healthlinkeurope.com"," healthlinkeurope healthlinkeurope cynthia van antwerpen follow healthlink apologies back sooner check invoices arrive couple days hope informed sufficiently linda frederiks junior controller healthlink europe healthlink international de tweeling mc hertogenbosch netherlands phone fax mail linda frederiks healthlinkeurope web healthlinkeurope "
261,"LAG  Zero adj/ck submitted on VMC-126422 (738.13disc adj 18.00 bu 10161), VMC-126422OA (-738.13 bu 10110)    From: Lesley Gonzalez   Sent: Monday, January 30, 2017 8:18 AM  To: Germaine Adkerson <GAdkerson@volt.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: 1.30.17 9449010 Netmarble Games Zero Adjust (for Zero Check)    Germaine,    Please see the attached Zero Adjust for a zero check for different BU on Netmarble Games.         Thank you,    Lesley Gonzalez  Account Representative  Certified Six Sigma Yellow Belt  Volt Information Sciences | Shared Accounting Services  2421 N Glassell Street | Orange, CA 92865  T: (714) 921-5768| F:(714) 921-7061   lagonzalez@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag adj submitted disc adj bu oa bu adkerson netmarble games adjust check attached adjust check bu netmarble games account representative certified sigma yellow belt information sciences shared accounting services street orange lagonzalez "
262," LAG  Pmt recvd-balance is zero.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 01/30/17 08:10:12","lag pmt recvd balance "
263,"LAG  Pmt recvd-balance is zero.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag pmt recvd balance "
264,"LAG  Zero adj/ck submitted on VMC-126391 (14,761.91 disc adj 25.00 bu 10161) & VMC-126391OA (-14,736.91 bu 10110)    From: Lesley Gonzalez   Sent: Monday, January 30, 2017 8:07 AM  To: Germaine Adkerson <GAdkerson@volt.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: 1.30.17 9453640 Fifth Journey Zero Adjust (for Zero Check)    Germaine,    Please see the attached Zero Adjust for a zero check for different BU on Fifth Journey.         Thank you,    Lesley Gonzalez  Account Representative  Certified Six Sigma Yellow Belt  Volt Information Sciences | Shared Accounting Services  2421 N Glassell Street | Orange, CA 92865  T: (714) 921-5768| F:(714) 921-7061   lagonzalez@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag adj submitted disc adj bu oa bu adkerson journey adjust check attached adjust check bu journey account representative certified sigma yellow belt information sciences shared accounting services street orange lagonzalez "
265,"RK 01/30/17  From: Rashmi Kaveramma   Sent: Monday, January 30, 2017 9:25 PM  To: Kimberly Perez DC-28  Cc: Irshad Ahmed; 'DC28-Denver, CO (Brent Volheim)'; 'VOLHEIMB@PRIMESOURCEBP.COM'  Subject: RE: VOLT- PRIMESOURCE BUILDING PRODUCTS 9443926    Hi Kim,    Please provide the payment status on the past due Invoice# 34654354, 34675940, & 34698392 at the earliest.      Regards,  Rashmi Kaveramma N. D  Accounts Representative Analyst  Rkaveramma@volt.com  703-539-5374 Ext 3236"," kimberly dc dc denver brent volheim volheimb primesourcebp primesource building products kim provide payment status past due invoice earliest accounts representative analyst rkaveramma ext"
266,"LAG  Zero adj/ck submitted on VMC-126396 (40,215.88 bu 10161) & VMC126396OA (-40,215.88 bu 10110)    From: Lesley Gonzalez   Sent: Monday, January 30, 2017 7:53 AM  To: Germaine Adkerson <GAdkerson@volt.com>  Cc: Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: 1.30.17 9453878 Irrational Studios Zero Adjust (for Zero Check)    Germaine,    Please see the attached Zero Adjust for a zero check for different BU on Irrational Studios.           Thank you,    Lesley Gonzalez  Account Representative  Certified Six Sigma Yellow Belt  Volt Information Sciences | Shared Accounting Services  2421 N Glassell Street | Orange, CA 92865  T: (714) 921-5768| F:(714) 921-7061   lagonzalez@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag adj submitted bu vmcoa bu adkerson irrational studios adjust check attached adjust check bu irrational studios account representative certified sigma yellow belt information sciences shared accounting services street orange lagonzalez "
267,"ad 1/30/17    From: Modesta Perez   Sent: Friday, January 27, 2017 4:31 PM  To: Germaine Adkerson <GAdkerson@volt.com>  Cc: Anna Durling <ADurling@Volt.com>  Subject: FW: Invoices-Global Kaizen #9419730    Germaine,    Would you reach out to client on Monday to discuss plan to bring current.      Thank You,    Modesta Perez  Credit Manager     Volt Information Sciences, Inc.  Shared Accounting Services  2421 North Glassell Street  Orange, CA 92865  Office 714-921-7093  mperez@volt.com          From: Evelyn Gutierrez   Sent: Friday, January 27, 2017 4:15 PM  To: Modesta Perez <MPerez@Volt.com>  Subject: Fwd: Invoices-Global Kaizen     Hi Modesta,     Please see below, they will be cutting another check next week.     Thank you,    Evelyn Gutierrez      Begin forwarded message:  From: Georgina Kawabata <gk@globalkaizen.com>  Date: January 27, 2017 at 4:13:14 PM PST  To: Evelyn Gutierrez <EGutierrez@Volt.com>  Subject: RE: Invoices  Evelyn:    Check 28038 in the amount of $2,134.05 is being sent today.    Have a wonderful weekend.    Georgina Kawabata  GLOBAL KAIZEN  133 Mata Way, Suite 101  San Marcos, CA  92069  760.752.5230 x202  760.752.1322 fax    -----Original Message-----  From: Evelyn Gutierrez [mailto:EGutierrez@Volt.com]   Sent: Friday, January 27, 2017 4:06 PM  To: Georgina Kawabata <gk@globalkaizen.com>  Subject: Invoices    Hi Georgina,    Just received your message, would you please email me the amount and check number that was sent out today so I can forward to credit and AP?    Thank you,     Evelyn Gutierrez"," adkerson invoices global kaizen reach client discuss plan bring current credit manager information sciences shared accounting services north street orange office mperez evelyn gutierrez fwd invoices global kaizen cutting check evelyn gutierrez begin forwarded message georgina kawabata pst evelyn gutierrez invoices evelyn check amount today wonderful weekend georgina kawabata global kaizen mata suite san marcos fax original message evelyn gutierrez egutierrez georgina kawabata invoices georgina received message amount check number today forward credit evelyn gutierrez"
268,"From: abg2@charter.net [mailto:abg2@charter.net]   Sent: Friday, January 27, 2017 12:58 PM  To: Hayley Duncan <HDuncan@Volt.com>  Subject: Re: VOLT - ABG Instrument, acct 9448617    Hi Hayley,  Sorry about that, I got backed up a bit. I dropped a check in the mail this morning for 2 invoices and will get another out soon.  Thank you for your patience and have a great weekend,  DarLynn"," abg charter net abg charter net hayley duncan abg instrument hayley backed bit dropped check mail invoices patience great weekend darlynn"
269,"RK 01/30/17  From: Rashmi Kaveramma   Sent: Monday, January 30, 2017 9:21 PM  To: 'Arlene Heider'; 'aheider@usgimedical.com'  Cc: Irshad Ahmed  Subject: RE: VOLT-9443131-USGI MEDICAL     Hi Arlene,    Appreciate for the payment information on previous invoice.    Please provide me the payment status on the invoice# 34659056(check#).    Regards,  Rashmi Kaveramma N. D  Accounts Representative Analyst  Rkaveramma@volt.com  703-539-5374 Ext 3236"," arlene heider aheider usgimedical usgi medical arlene payment information previous invoice provide payment status invoice check accounts representative analyst rkaveramma ext"
270,"statement desk call  From: Paula Boerner   Sent: Monday, January 30, 2017 7:50 AM  To: Rosa Serna <RSerna@Volt.com>  Subject: statement desk, Medicom #9454577    Hello Rosa,  The statement desk received a call from Medicom #9454577.  Barb would like the w9 faxed to 515-246-2219, telephone # 515-246-6175  She referenced Invoice # 34710544.  She needs the attached the W9 to set Volt up as her system so that payments can be processed.","statement desk call rosa serna statement desk medicom rosa statement desk received call medicom barb faxed telephone referenced invoice attached set system payments processed"
271,"From: Terry Jordan   Sent: Friday, January 27, 2017 10:28 AM  To: Denise Shepherd <DShepherd@Volt.com>  Cc: Germaine Adkerson <GAdkerson@volt.com>  Subject: RE: Alloy Die Casting, non-payment, acct 0003144    I spoke with Charmaine, the customer is sending a check on Monday for the first 2 invoices , every 2 weeks they will pay 2 invoices until PIF."," adkerson alloy die casting payment spoke charmaine customer sending check invoices weeks pay invoices pif"
272,"RK 01/30/17  Contacted the customer as we have not received the payment yt the customer requested to have check for two more days."," contacted customer received payment yt customer requested check days"
273,"LAG  Zero check submitted on VMC122705DED on 9453878 (17,184.00) & VMC-124133OA on 9443870 (-17,184.00)    From: Lesley Gonzalez   Sent: Monday, January 30, 2017 7:46 AM  To: Cash <cash@Volt.com>  Cc: Chetan Kumar <ckumar@Volt.com>; Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: 1.30.17 9453878 Irrational Studios/ 9443870 2K Games Zero Check    Please expedite the Zero Check on the invoices listed below:                 9453878            VMC122705DED           17,184.00               9443870            VMC-124133OA             -17,184.00    Thank you,    Lesley Gonzalez  Account Representative  Certified Six Sigma Yellow Belt  Volt Information Sciences | Shared Accounting Services  2421 N Glassell Street | Orange, CA 92865  T: (714) 921-5768| F:(714) 921-7061   lagonzalez@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag check submitted vmcded oa cash chetan kumar irrational studios games check expedite check invoices listed vmcded oa account representative certified sigma yellow belt information sciences shared accounting services street orange lagonzalez "
274,"LAG  Zero check submitted on VMC122705DED on 9453878 (17,184.00) & VMC-124133OA on 9443870 (-17,184.00)    From: Lesley Gonzalez   Sent: Monday, January 30, 2017 7:46 AM  To: Cash <cash@Volt.com>  Cc: Chetan Kumar <ckumar@Volt.com>; Lesley Gonzalez <LAGonzalez@Volt.com>  Subject: 1.30.17 9453878 Irrational Studios/ 9443870 2K Games Zero Check    Please expedite the Zero Check on the invoices listed below:                 9453878            VMC122705DED           17,184.00               9443870            VMC-124133OA             -17,184.00    Thank you,    Lesley Gonzalez  Account Representative  Certified Six Sigma Yellow Belt  Volt Information Sciences | Shared Accounting Services  2421 N Glassell Street | Orange, CA 92865  T: (714) 921-5768| F:(714) 921-7061   lagonzalez@volt.com | www.volt.com  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","lag check submitted vmcded oa cash chetan kumar irrational studios games check expedite check invoices listed vmcded oa account representative certified sigma yellow belt information sciences shared accounting services street orange lagonzalez "
275,"ad 1/30/17  acct current; next inv due 1/31 and should pay this week."," current due pay "
276,"From: Denise Shepherd   Sent: Monday, January 30, 2017 7:45 AM  To: Mission Valley <missionvalley@Volt.com>  Subject: Invoices for Belinda Wilkinson, AECOM acct acct 9421208    Hello,  Please update VT so 04105060.0003 shows in the PO field.    From: Archer, Heather [mailto:Heather.Archer@aecom.com]   Sent: Monday, January 30, 2017 7:42 AM  To: Denise Shepherd <DShepherd@Volt.com>  Subject: RE: Volt invoice 34757682, acct 9421208    No PO.  Just put 04105060.0003 as the project number."," mission valley invoices belinda wilkinson aecom update vt shows po field archer heather heather archer aecom invoice po put project number"
277,"AD 1/30/17  acct current; next inv due 2/2 and should pay this week."," current due pay "
278,"statement desk call  From: Paula Boerner   Sent: Monday, January 30, 2017 7:44 AM  To: Anna Durling <ADurling@Volt.com>  Subject: 2 statement desk calls            Laticrete Corona Branch, Customer #9447477  Karen Fartello, 203-393-3982 called regarding new payment process from checks to ACH. Please call with an email address, she needs the form filled out.","statement desk call statement desk calls laticrete corona branch customer karen fartello called payment process checks ach call address form filled "
